code,img,year,price
j_032,img/a_032.png,1988,100
j_032,img/a_032.png,1994,100
j_032,img/a_032.png,2001,100
j_032,img/a_032.png,2008,155
j_032,img/a_032.png,2011,160
j_032,img/a_032.png,2017,542
